iteration,gamma,mip_gap,requested_master_mip_gap,precision_policy,valid_global_gap_for_precision,precision_gap_fallback_used,adaptive_master_precision_enabled,adaptive_subproblem_precision_enabled,master_gap_candidate,master_gap_previous,master_gap_selected,subproblem_gap_candidate,subproblem_gap_previous,subproblem_gap_selected,master_error_budget_ratio,subproblem_error_budget_ratio,monotone_precision_tightening,cut_strengthening_policy,core_point_available,core_point_observations,core_point_distance,core_point_attempted,core_point_skipped_reason,core_point_stage1_status,core_point_stage1_runtime,core_point_stage1_objective,core_point_stage2_status,core_point_stage2_runtime,core_point_current_value_floor,core_point_dual_feasible,core_point_original_value_at_current,core_point_strengthened_value_at_current,core_point_original_value_at_core,core_point_strengthened_value_at_core,core_point_normalized_improvement,core_point_cut_accepted,core_point_cut_fallback_reason,core_point_auxiliary_bound_used_for_UB,v3_secondary_attempted,v3_secondary_trigger_reason,v3_secondary_skipped_reason,v3_secondary_recent_lb_improvement,v3_secondary_cooldown_remaining,v3_secondary_time_limit,v3_secondary_runtime,v3_secondary_status,v3_secondary_has_incumbent,v3_secondary_pattern_distance,v3_secondary_pattern_memory_size,v3_secondary_cut_violation,v3_secondary_cut_added,v3_secondary_cut_skip_reason,v3_secondary_objective,v3_secondary_objective_bound,v3_secondary_bound_used_for_UB,realized_master_gap,achieved_master_mip_gap,master_status,master_best_bound,master_time,lower_bound,LB,upper_bound,UB,gap,global_gap,lb_improvement,ub_improvement,elapsed_time,log_gap,gap_improvement,master_objective,theta,theta_current,first_stage_cost,active_worst_cost,target_worst_cost,active_subproblem_value,target_subproblem_value,active_subproblem_status,target_subproblem_status,active_subproblem_mip_gap,target_subproblem_mip_gap,target_subproblem_objective,target_subproblem_objective_bound,target_robust_evaluation_used,subproblem_requested_mip_gap,subproblem_achieved_mip_gap,subproblem_status,subproblem_incumbent_objective,subproblem_objective_bound,subproblem_time,additional_subproblem_time,subproblem_has_incumbent,ub_uses_subproblem_bound,valid_UB,active_gamma,gamma_target,active_scenario,target_scenario,active_scenario_mode,target_scenario_mode,cut_selection_enabled,delta_cut,cut_rhs_current,cut_violation,absolute_cut_violation,normalized_cut_violation,secondary_cut_decisions,secondary_active_threshold,secondary_cuts_added_total,secondary_cuts_skipped_total,master_time_share,secondary_solve_attempted,secondary_solve_trigger_reason,secondary_solve_skipped_reason,recent_relative_lb_improvement,secondary_solve_cooldown_remaining,secondary_solve_runtime,secondary_generation_subproblem_time_share,secondary_generated_cut_added,secondary_generated_cut_duplicate,secondary_solves_avoided_total,final_certification_active,final_certification_triggered_this_iteration,final_certification_trigger_iteration,final_certification_reason,final_certification_count,consecutive_no_useful_primary_cuts,certification_forced_master_mip_gap,certification_forced_subproblem_mip_gap,secondary_solve_disabled_by_certification,cut_added,cut_skip_reason,cut_add_reason,cuts_added_total,cuts_skipped_total,cuts_generated_this_iteration,cuts_added_this_iteration,cuts_skipped_this_iteration,forced_cut_added,forced_cut_reason,cuts
1200,2,0.0001,0.0001,joint_error_budget,0.0003514798073486253,False,True,True,0.0001,0.0001,0.0001,0.00017573990367431266,0.00017575503774743784,0.00017573990367431266,0.25,0.5,True,core_point,True,1199,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.035291473751182e-08,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73505599206,0.7473108000122011,116799.73505599206,116799.73505599206,116840.80223247137,116840.80223247137,0.0003514797544576837,0.0003514797544576837,6.1798200476914644e-06,0.0,557.8509205998853,-7.9533582954515385,8.611260846777544e-05,116799.73505599206,32185.42992463812,32185.42992463812,84614.30513135396,32227.178411845132,32227.178411845132,32227.178411845132,32227.178411845132,optimal,optimal,0.0,0.0,32227.178411845132,32227.178411845132,True,0.00017573990367431266,0.0,optimal,32227.178411845132,32227.178411845132,0.12431140011176467,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.178411845176,41.748487207056314,41.748487207056314,0.0012954434506655898,[],0.0,0,0,0.7227562505386134,False,,scenario_enumeration,3.0362098786008176e-08,0,0.0,0.239894951807873,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1200,0,1,1,0,False,,1200
1201,2,0.0001,0.0001,joint_error_budget,0.0003514797544576837,False,True,True,0.0001,0.0001,0.0001,0.00017573987722884185,0.00017573990367431266,0.00017573987722884185,0.25,0.5,True,core_point,True,1200,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.03434599563867e-08,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73506867824,0.756798000074923,116799.73506867824,116799.73506867824,116840.80223247137,116840.80223247137,0.00035147964588101504,0.00035147964588101504,1.2686185073107481e-05,0.0,558.7319016000256,-7.95335844593229,1.504807516393068e-07,116799.73506867824,32185.42993732426,32185.42993732426,84614.305131354,32227.227963774905,32227.227963774905,32227.227963774905,32227.227963774905,optimal,optimal,0.0,0.0,32227.227963774905,32227.227963774905,True,0.00017573987722884185,0.0,optimal,32227.227963774905,32227.227963774905,0.12171350000426173,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.2279637749,41.798026450640464,41.798026450640464,0.0012969786448162293,[],0.0,0,0,0.7229711204438175,False,,scenario_enumeration,3.0405824274140074e-08,0,0.0,0.23973452830484848,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1201,0,1,1,0,False,,1201
1202,2,0.0001,0.0001,joint_error_budget,0.00035147964588101504,False,True,True,0.0001,0.0001,0.0001,0.00017573982294050752,0.00017573987722884185,0.00017573982294050752,0.25,0.5,True,core_point,True,1201,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.044287044124864e-08,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.7350748457,0.8332396000623703,116799.7350748457,116799.7350748457,116840.80223247137,116840.80223247137,0.0003514795930959365,0.0003514795930959365,6.167450919747353e-06,0.0,559.6822750999127,-7.953358754845347,3.0891305693822123e-07,116799.7350748457,32185.42994349175,32185.42994349175,84614.30513135395,32227.19363942904,32227.19363942904,32227.19363942904,32227.19363942904,optimal,optimal,0.0,0.0,32227.19363942904,32227.19363942904,True,0.00017573982294050752,0.0,optimal,32227.19363942904,32227.19363942904,0.11471499991603196,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.193639429082,41.76369593733398,41.76369593733398,0.0012959147608260016,[],0.0,0,0,0.7232322484204554,False,,scenario_enumeration,3.045207479768498e-08,0,0.0,0.23953240890479835,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1202,0,1,1,0,False,,1202
1203,2,0.0001,0.0001,joint_error_budget,0.0003514795930959365,False,True,True,0.0001,0.0001,0.0001,0.00017573979654796824,0.00017573982294050752,0.00017573979654796824,0.25,0.5,True,core_point,True,1202,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.049311664740946e-08,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73509592442,0.7822461000178009,116799.73509592442,116799.73509592442,116840.80223247137,116840.80223247137,0.00035147941269041643,0.00035147941269041643,2.1078725694678724e-05,0.0,560.5980295999907,-7.9533589050249756,1.5017962811405173e-07,116799.73509592442,32185.42996457047,32185.42996457047,84614.30513135395,32227.205762675236,32227.205762675236,32227.205762675236,32227.205762675236,optimal,optimal,0.0,0.0,32227.205762675236,32227.205762675236,True,0.00017573979654796824,0.0,optimal,32227.205762675236,32227.205762675236,0.13106580008752644,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.205762675236,41.77579810476527,41.77579810476527,0.0012962897997551182,[],0.0,0,0,0.7234462025713447,False,,scenario_enumeration,3.0495674077558604e-08,0,0.0,0.23937492130242904,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1203,0,1,1,0,False,,1203
1204,2,0.0001,0.0001,joint_error_budget,0.00035147941269041643,False,True,True,0.0001,0.0001,0.0001,0.00017573970634520821,0.00017573979654796824,0.00017573970634520821,0.25,0.5,True,core_point,True,1203,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.9479697190541015e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73510206532,0.732938600005582,116799.73510206532,116799.73510206532,116840.80223247137,116840.80223247137,0.0003514793601326322,0.0003514793601326322,6.140893674455583e-06,0.0,561.4595975999255,-7.953359418299629,5.132746533934094e-07,116799.73510206532,32185.429970711353,32185.429970711353,84614.30513135398,32227.171458283796,32227.171458283796,32227.171458283796,32227.171458283796,optimal,optimal,0.0,0.0,32227.171458283796,32227.171458283796,True,0.00017573970634520821,0.0,optimal,32227.171458283796,32227.171458283796,0.12377720000222325,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.171458283847,41.7414875724935,41.7414875724935,0.0012952265335021836,[],0.0,0,0,0.7236414697750492,False,,scenario_enumeration,3.067358559311907e-08,0,0.0,0.23922805131884253,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1204,0,1,1,0,False,,1204
1205,2,0.0001,0.0001,joint_error_budget,0.0003514793601326322,False,True,True,0.0001,0.0001,0.0001,0.0001757396800663161,0.00017573970634520821,0.0001757396800663161,0.25,0.5,True,core_point,True,1204,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.944636973853415e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.7351049296,0.7749623998533934,116799.7351049296,116799.7351049296,116840.80223247137,116840.80223247137,0.0003514793356182286,0.0003514793356182286,2.864282578229904e-06,0.0,562.3485458998475,-7.953359567832678,1.495330487543034e-07,116799.73510492963,32185.429973575665,32185.429973575665,84614.30513135396,32227.219316330247,32227.219316330247,32227.219316330247,32227.219316330247,optimal,optimal,0.0,0.0,32227.219316330247,32227.219316330247,True,0.0001757396800663161,0.0,optimal,32227.219316330247,32227.219316330247,0.11177660012617707,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.219316330273,41.78934275460779,41.78934275460779,0.0012967095406035286,[],0.0,0,0,0.723875624218821,False,,scenario_enumeration,4.473732355986879e-10,0,0.0,0.2390486461039606,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1205,0,1,1,0,False,,1205
1206,2,0.0001,0.0001,joint_error_budget,0.0003514793356182286,False,True,True,0.0001,0.0001,0.0001,0.0001757396678091143,0.0001757396800663161,0.0001757396678091143,0.25,0.5,True,core_point,True,1205,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.103718757113992e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.7351098646,0.7821422000415623,116799.7351098646,116799.7351098646,116840.80223247137,116840.80223247137,0.0003514792933812235,0.0003514792933812235,4.935005563311279e-06,0.0,563.2436499998439,-7.953359637579033,6.974635559009405e-08,116799.7351098646,32185.429978510667,32185.429978510667,84614.30513135393,32227.22011832137,32227.22011832137,32227.22011832137,32227.22011832137,optimal,optimal,0.0,0.0,32227.22011832137,32227.22011832137,True,0.0001757396678091143,0.0,optimal,32227.22011832137,32227.22011832137,0.1106430001091212,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.22011832139,41.79013981072421,41.79013981072421,0.0012967342407223712,[],0.0,0,0,0.7241139814760207,False,,scenario_enumeration,4.1898672027171067e-10,0,0.0,0.23886522674890867,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1206,0,1,1,0,False,,1206
1207,2,0.0001,0.0001,joint_error_budget,0.0003514792933812235,False,True,True,0.0001,0.0001,0.0001,0.00017573964669061174,0.0001757396678091143,0.00017573964669061174,0.25,0.5,True,core_point,True,1206,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.998200935792866e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73511106509,0.7505956999957561,116799.73511106509,116799.73511106509,116840.80223247137,116840.80223247137,0.0003514792831066505,0.0003514792831066505,1.2004893505945802e-06,0.0,564.1382210999727,-7.953359757748282,1.2016924865910762e-07,116799.73511106512,32185.429979711105,32185.429979711105,84614.305131354,32227.18498968919,32227.18498968919,32227.18498968919,32227.18498968919,optimal,optimal,0.0,0.0,32227.18498968919,32227.18498968919,True,0.00017573964669061174,0.0,optimal,32227.18498968919,32227.18498968919,0.14133899984881282,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.18498968918,41.75500997807467,41.75500997807467,0.0012956455859062415,[],0.0,0,0,0.7242961834780165,False,,scenario_enumeration,3.526237314809145e-10,0,0.0,0.2387369687642214,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1207,0,1,1,0,False,,1207
1208,2,0.0001,0.0001,joint_error_budget,0.0003514792831066505,False,True,True,0.0001,0.0001,0.0001,0.00017573964155332525,0.00017573964669061174,0.00017573964155332525,0.25,0.5,True,core_point,True,1207,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,1.2962932794491403e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73511599711,0.7155774999409914,116799.73511599711,116799.73511599711,116840.80223247137,116840.80223247137,0.00035147924089517704,0.00035147924089517704,4.932022420689464e-06,0.0,564.9860807999503,-7.953359786980653,2.9232370985125227e-08,116799.73511599711,32185.429984643146,32185.429984643146,84614.30513135399,32227.18580688882,32227.18580688882,32227.18580688882,32227.18580688882,optimal,optimal,0.0,0.0,32227.18580688882,32227.18580688882,True,0.00017573964155332525,0.0,optimal,32227.18580688882,32227.18580688882,0.12692190008237958,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.185806888854,41.75582224570826,41.75582224570826,0.0012956707574752796,[],0.0,0,0,0.72447578661878,False,,scenario_enumeration,3.100982791341862e-10,0,0.0,0.2386033479629377,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1208,0,1,1,0,False,,1208
1209,2,0.0001,0.0001,joint_error_budget,0.00035147924089517704,False,True,True,0.0001,0.0001,0.0001,0.00017573962044758852,0.00017573964155332525,0.00017573962044758852,0.25,0.5,True,core_point,True,1208,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,1.1927937934952647e-10,0,,0.0,,False,,0,,False,,,,False,1.9934175615199752e-15,1.9934175615199752e-15,2,116799.73536319027,0.8145384998060763,116799.73536319027,116799.73536319027,116840.80223247137,116840.80223247137,0.00035147712525452387,0.00035147712525452387,0.00024719315115362406,0.0,565.9271911999676,-7.953359907077279,1.200966258711668e-07,116799.7353631905,32185.430231836286,32185.430231836286,84614.30513135421,32227.037980154844,32227.037980154844,32227.037980154844,32227.037980154844,optimal,optimal,0.0,0.0,32227.037980154844,32227.037980154844,True,0.00017573962044758852,0.0,optimal,32227.037980154844,32227.037980154844,0.12444419995881617,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.037980154913,41.60774831862727,41.60774831862727,0.0012910819897332454,[],0.0,0,0,0.7247102912492827,False,,scenario_enumeration,1.718556430572899e-10,0,0.0,0.2384264372578306,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1209,0,1,1,0,False,,1209
1210,2,0.0001,0.0001,joint_error_budget,0.00035147712525452387,False,True,True,0.0001,0.0001,0.0001,0.00017573856262726194,0.00017573962044758852,0.00017573856262726194,0.25,0.5,True,core_point,True,1209,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.2111408701839482e-09,0,,0.0,,False,,0,,False,,,,False,1.2458859759518162e-15,1.2458859759518162e-15,2,116799.73536301864,0.7642801001202315,116799.73536319027,116799.73536319027,116840.80223247137,116840.80223247137,0.00035147712525452387,0.00035147712525452387,0.0,0.0,566.8120958998334,-7.953365926343211,6.0192659318249875e-06,116799.73536301879,32185.430231664683,32185.430231664683,84614.30513135411,32227.078358285016,32227.078358285016,32227.078358285016,32227.078358285016,optimal,optimal,0.0,0.0,32227.078358285016,32227.078358285016,True,0.00017573856262726194,0.0,optimal,32227.078358285016,32227.078358285016,0.11798790004104376,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.078358285013,41.648126620330004,41.648126620330004,0.001292333302985345,[],0.0,0,0,0.7249272845249661,False,,scenario_enumeration,2.235663893025767e-09,0,0.0,0.2382623838201515,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1210,0,1,1,0,False,,1210
1211,2,0.0001,0.0001,joint_error_budget,0.00035147712525452387,False,True,True,0.0001,0.0001,0.0001,0.00017573856262726194,0.00017573856262726194,0.00017573856262726194,0.25,0.5,True,core_point,True,1210,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.1688890144929588e-09,0,,0.0,,False,,0,,False,,,,False,1.74424036602959e-15,1.74424036602959e-15,2,116799.73538330523,0.7486237001139671,116799.73538330523,116799.73538330523,116840.80223247137,116840.80223247137,0.00035147695309748183,0.00035147695309748183,2.0114966901019216e-05,0.0,567.722617899999,-7.953365926343211,0.0,116799.73538330544,32185.430251951268,32185.430251951268,84614.3051313542,32227.03641591967,32227.03641591967,32227.03641591967,32227.03641591967,optimal,optimal,0.0,0.0,32227.03641591967,32227.03641591967,True,0.00017573856262726194,0.0,optimal,32227.03641591967,32227.03641591967,0.15812789998017251,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.03641591966,41.60616396839396,41.60616396839396,0.0012910328902548777,[],0.0,0,0,0.7250832749167637,False,,scenario_enumeration,2.2111408701839482e-09,0,0.0,0.238158784618545,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1211,0,1,1,0,False,,1211
1212,2,0.0001,0.0001,joint_error_budget,0.00035147695309748183,False,True,True,0.0001,0.0001,0.0001,0.00017573847654874092,0.00017573856262726194,0.00017573847654874092,0.25,0.5,True,core_point,True,1211,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.330828401125345e-09,0,,0.0,,False,,0,,False,,,,False,1.868828963605529e-15,1.868828963605529e-15,2,116799.73538315542,0.8497663999442011,116799.73538330523,116799.73538330523,116840.80223247137,116840.80223247137,0.00035147695309748183,0.00035147695309748183,0.0,0.0,568.6952670998871,-7.95336641615342,4.898102090059629e-07,116799.73538315564,32185.43025180144,32185.43025180144,84614.30513135418,32227.07676055239,32227.07676055239,32227.07676055239,32227.07676055239,optimal,optimal,0.0,0.0,32227.07676055239,32227.07676055239,True,0.00017573847654874092,0.0,optimal,32227.07676055239,32227.07676055239,0.12063579983077943,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.076760552416,41.646508750975045,41.646508750975045,0.0012922831648805482,[],0.0,0,0,0.725337367280158,False,,scenario_enumeration,2.3411065866593698e-09,0,0.0,0.2379635740877392,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1212,0,1,1,0,False,,1212
1213,2,0.0001,0.0001,joint_error_budget,0.00035147695309748183,False,True,True,0.0001,0.0001,0.0001,0.00017573847654874092,0.00017573847654874092,0.00017573847654874092,0.25,0.5,True,core_point,True,1212,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.2886020861041346e-09,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73540674371,0.8155322999227792,116799.73540674371,116799.73540674371,116840.80223247137,116840.80223247137,0.0003514767524956512,0.0003514767524956512,2.343847882002592e-05,0.0,569.6244783999864,-7.95336641615342,0.0,116799.7354067438,32185.43027538971,32185.43027538971,84614.3051313541,32227.509060875553,32227.509060875553,32227.509060875553,32227.509060875553,optimal,optimal,0.0,0.0,32227.509060875553,32227.509060875553,True,0.00017573847654874092,0.0,optimal,32227.509060875553,32227.509060875553,0.11149780009873211,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.50906087557,42.07878548586086,42.07878548586086,0.0013056791142739856,[],0.0,0,0,0.7255858685347146,False,,scenario_enumeration,2.330828401125345e-09,0,0.0,0.23777112966528832,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1213,0,1,1,0,False,,1213
1214,2,0.0001,0.0001,joint_error_budget,0.0003514767524956512,False,True,True,0.0001,0.0001,0.0001,0.0001757383762478256,0.00017573847654874092,0.0001757383762478256,0.25,0.5,True,core_point,True,1213,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.7288993480485637e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73540665113,0.7615338999312371,116799.73540674371,116799.73540674371,116840.80223247137,116840.80223247137,0.0003514767524956512,0.0003514767524956512,0.0,0.0,570.5050222999416,-7.953366986893226,5.707398055254108e-07,116799.73540665122,32185.430275297123,32185.430275297123,84614.30513135411,32227.513833618534,32227.513833618534,32227.513833618534,32227.513833618534,optimal,optimal,0.0,0.0,32227.513833618534,32227.513833618534,True,0.0001757383762478256,0.0,optimal,32227.513833618534,32227.513833618534,0.11671560001559556,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.51383361855,42.08355832142479,42.08355832142479,0.0013058270190710393,[],0.0,0,0,0.7258007956945142,False,,scenario_enumeration,2.489274447944359e-09,0,0.0,0.2376087236458099,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1214,0,1,1,0,False,,1214
1215,2,0.0001,0.0001,joint_error_budget,0.0003514767524956512,False,True,True,0.0001,0.0001,0.0001,0.0001757383762478256,0.0001757383762478256,0.0001757383762478256,0.25,0.5,True,core_point,True,1214,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,3.7288993480485637e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73541515705,0.7575747999362648,116799.73541515705,116799.73541515705,116840.80223247137,116840.80223247137,0.00035147668048882526,0.00035147668048882526,8.413335308432579e-06,0.0,571.3829397000372,-7.953366986893226,0.0,116799.73541515705,32185.430283803045,32185.430283803045,84614.305131354,32227.085492655126,32227.085492655126,32227.085492655126,32227.085492655126,optimal,optimal,0.0,0.0,32227.085492655126,32227.085492655126,True,0.0001757383762478256,0.0,optimal,32227.085492655126,32227.085492655126,0.11812389991246164,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.08549265517,41.655208852123906,41.655208852123906,0.001292552777123376,[],0.0,0,0,0.7260114801710532,False,,scenario_enumeration,3.7288993480485637e-10,0,0.0,0.2374503742271561,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1215,0,1,1,0,False,,1215
1216,2,0.0001,0.0001,joint_error_budget,0.00035147668048882526,False,True,True,0.0001,0.0001,0.0001,0.00017573834024441263,0.0001757383762478256,0.00017573834024441263,0.25,0.5,True,core_point,True,1215,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.727045058385047e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.7354150359,0.7342554999049753,116799.73541515705,116799.73541515705,116840.80223247137,116840.80223247137,0.00035147668048882526,0.00035147668048882526,0.0,0.0,572.2326870998368,-7.953367191762631,2.048694055486772e-07,116799.7354150359,32185.430283681875,32185.430283681875,84614.30513135405,32227.125963683684,32227.125963683684,32227.125963683684,32227.125963683684,optimal,optimal,0.0,0.0,32227.125963683684,32227.125963683684,True,0.00017573834024441263,0.0,optimal,32227.125963683684,32227.125963683684,0.1127241998910904,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.125963683677,41.69568000180152,41.69568000180152,0.001293806964008762,[],0.0,0,0,0.7262166319791655,False,,scenario_enumeration,4.449220783314721e-10,0,0.0,0.2372948289035525,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1216,0,1,1,0,False,,1216
1217,2,0.0001,0.0001,joint_error_budget,0.00035147668048882526,False,True,True,0.0001,0.0001,0.0001,0.00017573834024441263,0.00017573834024441263,0.00017573834024441263,0.25,0.5,True,core_point,True,1216,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,2.727045058385047e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73541981546,0.7896411002147943,116799.73541981546,116799.73541981546,116840.80223247137,116840.80223247137,0.0003514766406190433,0.0003514766406190433,4.65841731056571e-06,0.0,573.1418979999144,-7.953367191762631,0.0,116799.73541981546,32185.430288461455,32185.430288461455,84614.30513135399,32227.529442328192,32227.529442328192,32227.529442328192,32227.529442328192,optimal,optimal,0.0,0.0,32227.529442328192,32227.529442328192,True,0.00017573834024441263,0.0,optimal,32227.529442328192,32227.529442328192,0.11643029982224107,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32227.529442328203,42.099153866747656,42.099153866747656,0.00130631030659936,[],0.0,0,0,0.7264421709183931,False,,scenario_enumeration,2.727045058385047e-10,0,0.0,0.2371214439691078,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1217,0,1,1,0,False,,1217
1218,2,0.0001,0.0001,joint_error_budget,0.0003514766406190433,False,True,True,0.0001,0.0001,0.0001,0.00017573832030952165,0.00017573834024441263,0.00017573832030952165,0.25,0.5,True,core_point,True,1217,,False,global_gap_too_small,,0.0,,,0.0,,False,,,,,,False,,False,False,,component_disabled,1.119159437477683e-10,0,,0.0,,False,,0,,False,,,,False,0.0,0.0,2,116799.73542687809,0.8282910999841988,116799.73542687809,116799.73542687809,116840.80223247137,116840.80223247137,0.0003514765801724664,0.0003514765801724664,7.062626536935568e-06,0.0,574.0858171998989,-7.953367305197707,1.1343507667070427e-07,116799.73542687809,32185.430295524107,32185.430295524107,84614.30513135398,32224.565753322993,32224.565753322993,32224.565753322993,32224.565753322993,optimal,optimal,0.0001522693721500988,0.0001522693721500988,32224.565753322993,32229.47256771806,True,0.00017573832030952165,0.0001522693721500988,optimal,32224.565753322993,32229.47256771806,0.11220630002208054,0.0,True,True,True,2,2,robust_dual_milp,robust_dual_milp,not_applicable,not_applicable,False,0.0,32224.565753323026,39.13545779891865,39.13545779891865,0.0012144603622744853,[],0.0,0,0,0.7266907853796916,False,,scenario_enumeration,3.125883060247937e-10,0,0.0,0.23692713048113495,False,False,0,False,False,,waiting_for_no_useful_primary_cut_patience,0,0,,,False,True,,,1218,0,1,1,0,False,,1218
