iteration,elapsed_time,lower_bound,upper_bound,gap,master_time,subproblem_time,core_point_stage1_runtime,core_point_stage2_runtime,cuts_added_total,adversarial_pattern
383,77.99547199998051,116594.8560973384,117126.409113369,0.004538284918443053,0.1704543000087142,0.14207959990017116,0.009122899966314435,0.010945400223135948,383,"[[2, 7], [11, 0]]"
384,78.32313619996421,116594.8560973384,117079.95698397953,0.004143329901526241,0.170763700036332,0.13310759980231524,0.00906129996292293,0.011000399943441153,384,"[[0, 6], [11, 0]]"
385,78.69210140011273,116594.8560973384,117079.95698397953,0.004143329901526241,0.18220390006899834,0.15595839987508953,0.015794900013133883,0.011213199933990836,385,"[[7, 1], [11, 0]]"
386,79.0462233000435,116594.8560973384,117079.95698397953,0.004143329901526241,0.19282289990223944,0.1329544000327587,0.009495400125160813,0.012609200086444616,386,"[[2, 7], [11, 0]]"
387,79.38305740011856,116594.8560973384,117079.95698397953,0.004143329901526241,0.18134930008091033,0.13074199995025992,0.00913130003027618,0.01193729997612536,387,"[[2, 7], [11, 0]]"
388,79.75861599994823,116594.8560973384,117079.95698397953,0.004143329901526241,0.20171759999357164,0.14998890017159283,0.009212099947035313,0.011044800048694015,388,"[[7, 1], [11, 0]]"
389,80.13790590013377,116622.62609374945,117079.95698397953,0.003906141597683163,0.19442089996300638,0.16076690005138516,0.009293299866840243,0.011066199978813529,389,"[[2, 7], [11, 0]]"
390,80.50574230006896,116622.62609374945,117079.95698397953,0.003906141597683163,0.17744140001013875,0.16318049980327487,0.009278499986976385,0.01180860004387796,390,"[[0, 6], [11, 0]]"
391,80.87249929993413,116622.62609374945,117079.95698397953,0.003906141597683163,0.2068415000103414,0.13406880013644695,0.009197899838909507,0.012393600074574351,391,"[[2, 7], [11, 0]]"
392,81.21427580015734,116622.62609374945,117079.95698397953,0.003906141597683163,0.1801463000010699,0.13790039997547865,0.009109399979934096,0.010873700026422739,392,"[[2, 7], [11, 0]]"
393,81.58342030015774,116622.62609374945,117079.95698397953,0.003906141597683163,0.19037780002690852,0.15488069993443787,0.009137599961832166,0.010829699924215674,393,"[[2, 7], [11, 0]]"
394,81.98040500003844,116622.62609374945,117079.95698397953,0.003906141597683163,0.2043430998455733,0.16528970003128052,0.009552499977871776,0.011678099865093827,394,"[[7, 1], [11, 0]]"
395,82.34141999995336,116622.62609374945,117079.95698397953,0.003906141597683163,0.21104250010102987,0.12572959996759892,0.009108599973842502,0.011465300107374787,395,"[[0, 6], [11, 0]]"
396,82.67424810002558,116622.62609374945,117079.95698397953,0.003906141597683163,0.21005789982154965,0.09872990008443594,0.009096699999645352,0.011345900129526854,396,"[[7, 1], [11, 0]]"
397,83.0223405000288,116622.62609374945,117079.95698397953,0.003906141597683163,0.22099970001727343,0.10112670017406344,0.009771900018677115,0.012062699999660254,397,"[[0, 6], [11, 0]]"
398,83.40996460011229,116622.62609374945,117079.95698397953,0.003906141597683163,0.2103563998825848,0.1518405000679195,0.00905560003593564,0.01186019997112453,398,"[[2, 7], [11, 0]]"
399,83.74772550002672,116622.62609374945,117079.95698397953,0.003906141597683163,0.2112572998739779,0.1024178999941796,0.009101300034672022,0.011309899855405092,399,"[[0, 6], [11, 0]]"
400,84.09721780009568,116622.62609374945,117079.95698397953,0.003906141597683163,0.22070599999278784,0.10503439977765083,0.009269699919968843,0.010911199962720275,400,"[[0, 6], [11, 0]]"
401,84.47660940000787,116622.62609374945,117079.95698397953,0.003906141597683163,0.21869460004381835,0.1351465000770986,0.009427099954336882,0.011985100107267499,401,"[[2, 7], [11, 0]]"
402,84.8328297000844,116634.55490460641,117079.95698397953,0.0038042555775286446,0.20756789995357394,0.1243255001027137,0.009501999942585826,0.01107759983278811,402,"[[7, 1], [11, 0]]"
403,85.17829740000889,116634.55490460641,117079.95698397953,0.0038042555775286446,0.214160299859941,0.10587530001066625,0.009558500023558736,0.010540799936279655,403,"[[7, 1], [11, 0]]"
404,85.52780149993487,116635.10641824044,117079.95698397953,0.003799545004957278,0.20295940013602376,0.12289460003376007,0.009284799918532372,0.010543399956077337,404,"[[7, 1], [11, 0]]"
405,85.87938950001262,116635.10641824044,117036.08844780985,0.0034261400469498674,0.2223455999046564,0.10512849991209805,0.009170500095933676,0.011402599979192019,405,"[[0, 6], [11, 0]]"
406,86.23403590009548,116635.10641824044,117036.08844780985,0.0034261400469498674,0.21056399983353913,0.1202856998424977,0.009599699871614575,0.010508700041100383,406,"[[0, 6], [11, 0]]"
407,86.60892050014809,116635.10641824044,117036.08844780985,0.0034261400469498674,0.22981070005334914,0.120858000125736,0.009506199974566698,0.011012000031769276,407,"[[7, 1], [11, 0]]"
408,86.99769770004787,116635.10641824044,117036.08844780985,0.0034261400469498674,0.23240109998732805,0.13102460000663996,0.009976699948310852,0.01108219986781478,408,"[[0, 6], [11, 0]]"
409,87.37313330010511,116635.10641824044,117036.08844780985,0.0034261400469498674,0.2305379998870194,0.12008140003308654,0.009357600007206202,0.011493499856442213,409,"[[0, 6], [11, 0]]"
410,87.7572790000122,116635.10641824044,117036.08844780985,0.0034261400469498674,0.21886710007674992,0.14109970000572503,0.00926470011472702,0.010973699856549501,410,"[[7, 1], [11, 0]]"
411,88.10517190000974,116635.10641824044,117012.49085137437,0.003225163658923192,0.2050813001114875,0.11866909987293184,0.009446100099012256,0.011050400091335177,411,"[[0, 6], [11, 0]]"
412,88.56666960008442,116635.10641824044,117012.49085137437,0.003225163658923192,0.25675150007009506,0.1759754999075085,0.009374700020998716,0.011557799996808171,412,"[[2, 7], [11, 0]]"
413,88.97622750001028,116635.10641824044,117012.49085137437,0.003225163658923192,0.2243612001184374,0.16115489997901022,0.009427799843251705,0.010704300133511424,413,"[[2, 7], [11, 0]]"
414,89.33572229999118,116635.10641824044,117012.49085137437,0.003225163658923192,0.22647729981690645,0.10714980005286634,0.010351999895647168,0.011613099835813046,414,"[[2, 7], [11, 0]]"
415,89.71883430005983,116635.10641824044,117012.49085137437,0.003225163658923192,0.22753340005874634,0.13076300011016428,0.009532799944281578,0.011303000152111053,415,"[[0, 6], [11, 0]]"
416,90.0447152000852,116635.10641824044,117012.49085137437,0.003225163658923192,0.19547539995983243,0.10419219988398254,0.009408700047060847,0.011899400036782026,416,"[[0, 6], [11, 0]]"
417,90.43650029995479,116635.10641824044,117012.49085137437,0.003225163658923192,0.2065097999293357,0.16065149987116456,0.009179800050333142,0.011441400041803718,417,"[[7, 1], [11, 0]]"
418,90.85079609998502,116635.10641824044,117012.49085137437,0.003225163658923192,0.24358410015702248,0.1469936000648886,0.00915060006082058,0.010913199977949262,418,"[[2, 7], [11, 0]]"
419,91.25898819998838,116635.10641824044,117012.49085137437,0.003225163658923192,0.2248352998867631,0.15873419982381165,0.009211999829858541,0.01126609998755157,419,"[[7, 1], [11, 0]]"
420,91.615932200104,116635.10641824044,117012.49085137437,0.003225163658923192,0.22711050021462142,0.10166279994882643,0.009481800021603703,0.010910300072282553,420,"[[0, 6], [11, 0]]"
421,91.997159200022,116635.10641824044,117012.49085137437,0.003225163658923192,0.25916559994220734,0.09785629995167255,0.009210600052028894,0.01128540001809597,421,"[[2, 7], [11, 0]]"
422,92.3402281999588,116635.10641824044,117012.49085137437,0.003225163658923192,0.21322909998707473,0.10482480004429817,0.009641099954023957,0.011365599930286407,422,"[[7, 1], [11, 0]]"
423,92.66569639998488,116635.10641824044,117012.49085137437,0.003225163658923192,0.19805200002156198,0.10275200009346008,0.00955630000680685,0.011200400069355965,423,"[[7, 1], [11, 0]]"
424,93.02426910004579,116635.10641824044,117012.49085137437,0.003225163658923192,0.22074189991690218,0.11394730000756681,0.008988699875772,0.01123950001783669,424,"[[2, 7], [11, 0]]"
425,93.36655739997514,116635.10641824044,117012.49085137437,0.003225163658923192,0.21026760013774037,0.10674980003386736,0.009474599966779351,0.01080939988605678,425,"[[2, 7], [11, 0]]"
426,93.73032029997557,116635.10641824044,117012.49085137437,0.003225163658923192,0.24617589986883104,0.0921516998205334,0.009168399963527918,0.012380300089716911,426,"[[0, 6], [11, 0]]"
427,94.10085389995947,116635.10641824044,117012.49085137437,0.003225163658923192,0.2311114000622183,0.11424620007164776,0.009377199923619628,0.011389299994334579,427,"[[7, 1], [11, 0]]"
428,94.43704280001111,116635.10641824044,117012.49085137437,0.003225163658923192,0.21615300001576543,0.09539230004884303,0.00924540008418262,0.01154960016719997,428,"[[0, 6], [11, 0]]"
429,94.80288720014505,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24811559985391796,0.09387979982420802,0.009289899840950966,0.011002900078892708,429,"[[2, 7], [11, 0]]"
430,95.16414980008267,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2452591999899596,0.09153200010769069,0.009118499932810664,0.011672500055283308,430,"[[7, 1], [11, 0]]"
431,95.56865580007434,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24495439999736845,0.13197430013678968,0.009870900074020028,0.011333800153806806,431,"[[2, 7], [11, 0]]"
432,95.9820524000097,116649.02546129256,117012.49085137437,0.0031062101783942953,0.26682569994591177,0.12241870001889765,0.009252999909222126,0.011155700078234076,432,"[[0, 6], [11, 0]]"
433,96.34647740004584,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24151009996421635,0.09782519983127713,0.009396199835464358,0.011500800028443336,433,"[[0, 6], [11, 0]]"
434,96.70729809999466,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23846540017984807,0.09855069988407195,0.009561300044879317,0.010694999946281314,434,"[[0, 6], [11, 0]]"
435,97.05480169993825,116649.02546129256,117012.49085137437,0.0031062101783942953,0.22410009987652302,0.09984789998270571,0.009061000077053905,0.01108389999717474,435,"[[0, 6], [11, 0]]"
436,97.47381420014426,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2516004000790417,0.1392819001339376,0.009682999923825264,0.012104500085115433,436,"[[0, 6], [11, 0]]"
437,97.86572470003739,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2532351999543607,0.11449250020086765,0.00926439999602735,0.0111563999671489,437,"[[0, 6], [11, 0]]"
438,98.24864930007607,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24670940008945763,0.11232239985838532,0.009206600021570921,0.010724900057539344,438,"[[0, 6], [11, 0]]"
439,98.63618399994448,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24151100008748472,0.12175050005316734,0.00952659989707172,0.010929299984127283,439,"[[2, 7], [11, 0]]"
440,98.98944910010323,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2357914000749588,0.09299709997139871,0.009329500142484903,0.011111800093203783,440,"[[7, 1], [11, 0]]"
441,99.34749800013378,116649.02546129256,117012.49085137437,0.0031062101783942953,0.21494719991460443,0.11924030003137887,0.009301499929279089,0.010910100070759654,441,"[[0, 6], [11, 0]]"
442,99.72128130006604,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24612469994463027,0.10362279997207224,0.009335200069472194,0.010713099967688322,442,"[[7, 1], [11, 0]]"
443,100.07915850006975,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23316709999926388,0.10109439981169999,0.009226500056684017,0.01049420004710555,443,"[[0, 6], [11, 0]]"
444,100.52159500005655,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2826414001174271,0.13532180013135076,0.009465099778026342,0.011094300076365471,444,"[[2, 7], [11, 0]]"
445,100.87602300010622,116649.02546129256,117012.49085137437,0.0031062101783942953,0.21790899988263845,0.11188480001874268,0.009460499975830317,0.010759300086647272,445,"[[2, 7], [11, 0]]"
446,101.23357730009593,116649.02546129256,117012.49085137437,0.0031062101783942953,0.227712000021711,0.10601949994452298,0.009188700001686811,0.010936499806120992,446,"[[0, 6], [11, 0]]"
447,101.60294499993324,116649.02546129256,117012.49085137437,0.0031062101783942953,0.22654190007597208,0.11722619994543493,0.009492199867963791,0.011542200110852718,447,"[[0, 6], [11, 0]]"
448,101.98661860008724,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2580759001430124,0.10125739988870919,0.009642899967730045,0.01107820007018745,448,"[[2, 7], [11, 0]]"
449,102.35233490006067,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2452589999884367,0.09636349999345839,0.009210000047460198,0.011214599944651127,449,"[[0, 6], [11, 0]]"
450,102.71717140008695,116649.02546129256,117009.97415813961,0.0030847686228801362,0.23366129980422556,0.10717560001648962,0.009260299848392606,0.010904199909418821,450,"[[0, 6], [11, 0]]"
451,103.12276550009847,116649.02546129256,117009.97415813961,0.0030847686228801362,0.2725038998760283,0.10569290001876652,0.011271199909970164,0.011767099844291806,451,"[[7, 1], [11, 0]]"
452,103.47604730003513,116649.02546129256,117009.97415813961,0.0030847686228801362,0.25067869992926717,0.07632169988937676,0.009717100067064166,0.011940199881792068,452,"[[7, 1], [11, 0]]"
453,103.82679600012489,116649.02546129256,117008.37614345615,0.0030711534849693677,0.23287639999762177,0.09228460001759231,0.010473900008946657,0.01121160015463829,453,"[[2, 7], [11, 0]]"
454,104.19518520007841,116649.02546129256,117008.37614345615,0.0030711534849693677,0.23393950005993247,0.10965479980222881,0.009556900011375546,0.01137279998511076,454,"[[2, 7], [11, 0]]"
455,104.6723050000146,116649.02546129256,117008.37614345615,0.0030711534849693677,0.3051235000602901,0.1477079999167472,0.009077999973669648,0.011219900101423264,455,"[[7, 1], [11, 0]]"
456,105.13678089994937,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2967525999993086,0.14164109993726015,0.009308699984103441,0.010833699954673648,456,"[[7, 1], [11, 0]]"
457,105.54144940013066,116649.02546129256,117008.37614345615,0.0030711534849693677,0.24920589989051223,0.1316392000298947,0.00930859986692667,0.01079970016144216,457,"[[11, 0], [11, 5]]"
458,105.96105689997785,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2535548999439925,0.13973299995996058,0.010020399931818247,0.012117800069972873,458,"[[2, 7], [11, 0]]"
459,106.34944180003367,116649.02546129256,117008.37614345615,0.0030711534849693677,0.22419849992729723,0.13983049988746643,0.009581899968907237,0.010827200021594763,459,"[[0, 6], [11, 0]]"
460,106.74337580008432,116649.02546129256,117008.37614345615,0.0030711534849693677,0.24678019993007183,0.12040130002424121,0.009454000042751431,0.01182790007442236,460,"[[2, 7], [11, 0]]"
461,107.13389880000614,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2498495001345873,0.11615250003524125,0.009251000126823783,0.011446200078353286,461,"[[2, 7], [11, 0]]"
462,107.50317699997686,116649.02546129256,117008.37614345615,0.0030711534849693677,0.22061289986595511,0.12484689988195896,0.009471500059589744,0.010521900141611695,462,"[[2, 7], [11, 0]]"
463,107.89921039994806,116649.02546129256,117008.37614345615,0.0030711534849693677,0.24450879986397922,0.12652609986253083,0.009852699935436249,0.011018899967893958,463,"[[2, 7], [11, 0]]"
464,108.27773270010948,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2462296998128295,0.10955539997667074,0.00909839989617467,0.009944800054654479,464,"[[7, 1], [11, 0]]"
465,108.68963299994357,116649.02546129256,117008.37614345615,0.0030711534849693677,0.23026920016855001,0.15595939988270402,0.009417399996891618,0.010098799830302596,465,"[[2, 7], [11, 0]]"
466,109.06829309999011,116660.63809654235,117008.37614345615,0.0029719072973670045,0.25010059983469546,0.10344059998169541,0.00916359992697835,0.012358600040897727,466,"[[0, 6], [11, 0]]"
467,109.40198820014484,116660.63809654235,117008.37614345615,0.0029719072973670045,0.20909260003827512,0.10067979991436005,0.008960000006482005,0.011123700067400932,467,"[[0, 6], [11, 0]]"
468,109.75740100000985,116660.63809654235,117008.37614345615,0.0029719072973670045,0.21831930009648204,0.11349590006284416,0.008803099859505892,0.011138600064441562,468,"[[0, 6], [2, 7]]"
469,110.1269125000108,116687.52465589382,117008.37614345615,0.0027421240951925334,0.21938659995794296,0.1262711000163108,0.009165399940684438,0.01108659990131855,469,"[[0, 6], [2, 7]]"
470,110.46868130005896,116687.52465589382,117008.37614345615,0.0027421240951925334,0.20710529992356896,0.10800600005313754,0.00936240004375577,0.01155799999833107,470,"[[0, 6], [11, 0]]"
471,110.85047720000148,116690.5096680945,117008.37614345615,0.0027166129967647096,0.20515840011648834,0.15212159999646246,0.009339199867099524,0.011334700044244528,471,"[[2, 7], [11, 0]]"
472,111.22061740001664,116690.5096680945,117008.37614345615,0.0027166129967647096,0.2494349000044167,0.09614149993285537,0.009304500184953213,0.011367700062692165,472,"[[7, 1], [11, 0]]"
473,111.61566030001268,116690.75413974421,117008.37614345615,0.0027145236450638334,0.2746018001344055,0.09666049992665648,0.009472799953073263,0.01088969991542399,473,"[[7, 1], [11, 0]]"
474,111.99412870011292,116690.75413974421,117008.37614345615,0.0027145236450638334,0.2356576998718083,0.11896409979090095,0.009141999995335937,0.010967399924993515,474,"[[7, 1], [11, 0]]"
475,112.38999970001169,116690.75413974421,117008.37614345615,0.0027145236450638334,0.25585520011372864,0.11426300019957125,0.010075799887999892,0.011865900130942464,475,"[[2, 7], [11, 0]]"
476,112.78146570012905,116690.75413974421,117008.37614345615,0.0027145236450638334,0.2668769999872893,0.10003720014356077,0.009459500201046467,0.011275599943473935,476,"[[2, 7], [11, 0]]"
477,113.15851400000975,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2582987998612225,0.09489699988625944,0.009375300025567412,0.010782399913296103,477,"[[2, 7], [11, 0]]"
478,113.53985860012472,116697.48643027933,117008.37614345615,0.0026569868194363804,0.25170669984072447,0.10526169999502599,0.009345300029963255,0.011230400064960122,478,"[[2, 7], [11, 0]]"
479,113.89278879994527,116697.48643027933,117008.37614345615,0.0026569868194363804,0.24189810012467206,0.0865015999879688,0.009255599929019809,0.011589800007641315,479,"[[2, 7], [11, 0]]"
480,114.24681080016308,116697.48643027933,117008.37614345615,0.0026569868194363804,0.23718989989720285,0.0914153999183327,0.009183800080791116,0.012432399904355407,480,"[[0, 6], [11, 0]]"
481,114.61649399995804,116697.48643027933,117008.37614345615,0.0026569868194363804,0.23835060000419617,0.10700449999421835,0.009294799994677305,0.011278399964794517,481,"[[7, 1], [11, 0]]"
482,115.04334990005009,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2761426998768002,0.12697270000353456,0.009328800020739436,0.010598500026389956,482,"[[7, 1], [11, 0]]"
483,115.41397040011361,116697.48643027933,117008.37614345615,0.0026569868194363804,0.25543029978871346,0.09029799979180098,0.00925369979813695,0.011809000046923757,483,"[[2, 7], [11, 0]]"
484,115.7862401001621,116697.48643027933,117008.37614345615,0.0026569868194363804,0.22923530009575188,0.1183947001118213,0.00928370002657175,0.011320900171995163,484,"[[2, 7], [11, 0]]"
485,116.22206830000505,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2679866999387741,0.14358439994975924,0.009148299926891923,0.011049500200897455,485,"[[2, 7], [11, 0]]"
486,116.65149480011314,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2589179000351578,0.14521879982203245,0.009302600054070354,0.011776099912822247,486,"[[2, 7], [11, 0]]"
487,117.0187768000178,116697.77027842896,117008.37614345615,0.002654560940546469,0.25178999989293516,0.09110639989376068,0.009479600004851818,0.01122920005582273,487,"[[0, 6], [11, 0]]"
488,117.43055799999274,116715.44599410283,117008.37614345615,0.002503497262402573,0.24646959989331663,0.13961390010081232,0.009033399866893888,0.012177999829873443,488,"[[0, 6], [2, 7]]"
489,117.75872509996407,116716.39048631792,117008.37614345615,0.0024954252572503186,0.21135390014387667,0.0907803000882268,0.009352300083264709,0.011371799977496266,489,"[[2, 7], [11, 0]]"
490,118.16453279997222,116716.47934271194,117008.37614345615,0.0024946658552574613,0.23867190000601113,0.1425427000503987,0.009242299944162369,0.011247799964621663,490,"[[2, 7], [11, 0]]"
491,118.60272920015268,116717.55783861823,117008.37614345615,0.0024854486014006492,0.2705028001219034,0.14339790004305542,0.009299699915573001,0.011031100060790777,491,"[[7, 1], [11, 0]]"
492,119.00183680001646,116718.30150959174,117008.37614345615,0.0024790928942451805,0.23612220003269613,0.13779289997182786,0.009394900174811482,0.011650300119072199,492,"[[2, 7], [11, 0]]"
493,119.41007590014488,116719.6052575761,117008.37614345615,0.00246795054677115,0.27632100018672645,0.10719270003028214,0.009647200116887689,0.01136059989221394,493,"[[7, 1], [11, 0]]"
494,119.79506610007957,116719.61530981053,117008.37614345615,0.002467864636387975,0.23939589993096888,0.11899320012889802,0.009729599812999368,0.011070400010794401,494,"[[7, 1], [11, 0]]"
495,120.17074530012906,116720.65333881522,117008.37614345615,0.002458993228725535,0.2571931998245418,0.09423739998601377,0.009312399895861745,0.011364999925717711,495,"[[2, 7], [11, 0]]"
496,120.53921480011195,116720.92919976966,117008.37614345615,0.00245663561157425,0.2532729001250118,0.09125910000875592,0.009277300210669637,0.010968000162392855,496,"[[7, 1], [11, 0]]"
497,120.92431210004725,116721.56820419195,117008.37614345615,0.002451174426286881,0.2502742998767644,0.11004650010727346,0.009385900106281042,0.011401599971577525,497,"[[0, 6], [11, 0]]"
498,121.29334460012615,116722.4487106275,117008.37614345615,0.0024436492689898074,0.25092749996110797,0.09394789999350905,0.009542300133034587,0.011035299859941006,498,"[[2, 7], [11, 0]]"
499,121.68231609999202,116722.45064318198,117008.37614345615,0.002443632752612651,0.25740999984554946,0.1046140999533236,0.009702999843284488,0.012132300063967705,499,"[[2, 7], [11, 0]]"
500,122.09414810012095,116722.76154684272,117008.37614345615,0.002440975646591727,0.2384248001035303,0.14853919995948672,0.0095295999199152,0.01146619999781251,500,"[[7, 1], [11, 0]]"
501,122.47695349995047,116723.13619694998,117008.37614345615,0.0024377737381505674,0.24749620002694428,0.1109253999311477,0.009290399961173534,0.011275599943473935,501,"[[2, 7], [11, 0]]"
502,122.85212750011124,116724.50001488003,117008.37614345615,0.002426118009090839,0.2537587000988424,0.09698299993760884,0.009567099856212735,0.011205899994820356,502,"[[0, 6], [11, 0]]"
503,123.25408029998653,116724.6785951251,117008.37614345615,0.0024245917914733723,0.2804360000882298,0.09597769984975457,0.009474199963733554,0.01222289982251823,503,"[[2, 7], [11, 0]]"
504,123.65468319994397,116724.90948479393,117008.37614345615,0.002422618516769084,0.266940200002864,0.10733260004781187,0.00941829988732934,0.011647799983620644,504,"[[7, 1], [11, 0]]"
505,124.09995079995133,116725.29035360069,116971.13012872223,0.0021017132590836793,0.3177430999930948,0.10273510008119047,0.009772000135853887,0.011349100153893232,505,"[[2, 7], [11, 0]]"
506,124.51149610010907,116725.97734364963,116971.13012872223,0.002095840100055601,0.2579594000708312,0.12797860009595752,0.009859499987214804,0.011599099962040782,506,"[[0, 6], [11, 0]]"
507,124.95161040010862,116726.983522778,116971.13012872223,0.0020872381559069995,0.2584581000264734,0.15717500005848706,0.009319799952208996,0.011359299998730421,507,"[[7, 1], [11, 0]]"
508,125.36781170009635,116727.57381396941,116971.13012872223,0.0020821916868272636,0.28489669994451106,0.10725440015085042,0.009421899914741516,0.011087700026109815,508,"[[7, 1], [11, 0]]"
509,125.77286339993589,116728.23561858034,116971.13012872223,0.0020765338410819656,0.27011990011669695,0.10740479989908636,0.00956329982727766,0.01194470003247261,509,"[[7, 1], [11, 0]]"
510,126.21274100011215,116728.68858200715,116971.13012872223,0.002072661403273486,0.3123123999685049,0.10338260000571609,0.009232799988240004,0.011268399888649583,510,"[[0, 6], [11, 0]]"
511,126.64239410008304,116728.8985753958,116971.13012872223,0.0020708661450040463,0.31131840008310974,0.09449229994788766,0.00941069982945919,0.010887300129979849,511,"[[7, 1], [11, 0]]"
512,127.07976140012033,116729.54245360015,116971.13012872223,0.0020653615542247095,0.2650381000712514,0.14690759987570345,0.009618900017812848,0.011679599992930889,512,"[[7, 1], [11, 0]]"
513,127.52802740014158,116729.62378667838,116970.11366538261,0.0020559942293653264,0.3021615999750793,0.1203173000831157,0.010539700044319034,0.011444600066170096,513,"[[7, 1], [11, 0]]"
514,127.97384220012464,116730.7519162533,116970.11366538261,0.0020463496326425384,0.29218679992482066,0.12865400011651218,0.009528700029477477,0.011552599957212806,514,"[[7, 1], [11, 0]]"
515,128.39941589999944,116731.20169832083,116958.3692105265,0.0019422937728959988,0.3040921001229435,0.09685879992321134,0.009485699934884906,0.011412300169467926,515,"[[2, 7], [11, 0]]"
516,128.85234869993292,116731.54951075769,116958.3692105265,0.0019393199588867622,0.31277189985848963,0.11546109989285469,0.009546700166538358,0.011219700099900365,516,"[[7, 1], [11, 0]]"
517,129.24786669993773,116732.52447932058,116958.3692105265,0.0019309839281309192,0.26064480002969503,0.11078629991970956,0.009235400008037686,0.010970300063490868,517,"[[0, 6], [11, 0]]"
518,129.65026920009404,116733.20359602109,116958.3692105265,0.0019251774458321487,0.27147559984587133,0.10572350001893938,0.00941000017337501,0.012036100029945374,518,"[[2, 7], [11, 0]]"
519,130.07093870011158,116733.54256641906,116958.3692105265,0.0019222792317047555,0.2627047998830676,0.1297406000085175,0.009898999938741326,0.011922799982130527,519,"[[0, 6], [11, 0]]"
520,130.47087800013833,116734.2844211171,116958.3692105265,0.0019159363363390324,0.28352089994587004,0.0914094999898225,0.009576499927788973,0.011881599901244044,520,"[[2, 7], [11, 0]]"
521,130.84807320008986,116735.36802514724,116958.3692105265,0.0019066714668179296,0.2552205000538379,0.09779490018263459,0.009395199827849865,0.011187100084498525,521,"[[2, 7], [11, 0]]"
522,131.24141170014627,116735.70963024191,116958.3692105265,0.0019037507258998169,0.24822800001129508,0.12133449991233647,0.009254900040104985,0.010909200180321932,522,"[[7, 1], [11, 0]]"
523,131.62083070003428,116736.79030795442,116958.3692105265,0.0018945108765431149,0.2504030999261886,0.10455779987387359,0.009344299789518118,0.01147049991413951,523,"[[7, 1], [11, 0]]"
524,132.02075519994833,116738.65296021482,116958.3692105265,0.0018785851050658305,0.2560015998315066,0.11698100017383695,0.009530300041660666,0.011419400107115507,524,"[[0, 6], [11, 0]]"
525,132.44734390010126,116738.87861294043,116958.3692105265,0.0018766557627952981,0.2686168998479843,0.13394450000487268,0.009366900194436312,0.010762999998405576,525,"[[0, 6], [11, 0]]"
526,132.83411210007034,116739.40299501986,116958.3692105265,0.0018721722693696699,0.2462550001218915,0.1167659000493586,0.00922139990143478,0.010612000012770295,526,"[[0, 6], [11, 0]]"
527,133.2440599000547,116740.041847401,116958.3692105265,0.0018667100490476426,0.28487919992767274,0.10114759998396039,0.009199300082400441,0.010969199938699603,527,"[[0, 6], [11, 0]]"
528,133.69372740015388,116740.05555200452,116958.3692105265,0.0018665928739911174,0.3028851000126451,0.12073020008392632,0.009589499793946743,0.010513400193303823,528,"[[0, 6], [11, 0]]"
529,134.19137750007212,116740.69749731357,116958.3692105265,0.0018611042089782372,0.31376979988999665,0.15976920002140105,0.009297800017520785,0.011055100010707974,529,"[[0, 6], [11, 0]]"
530,134.61436649993993,116740.94704275893,116958.3692105265,0.001858970582739734,0.29933449998497963,0.10002780007198453,0.00918460008688271,0.010723500046879053,530,"[[2, 7], [11, 0]]"
531,135.0235353000462,116741.11493482543,116958.3692105265,0.0018575350970397092,0.2739194999448955,0.11107919993810356,0.009317500051110983,0.011159799993038177,531,"[[0, 6], [11, 0]]"
532,135.44481880008243,116741.2733831914,116958.3692105265,0.0018561803554591144,0.2836531000211835,0.11142969992943108,0.009667899925261736,0.012183800106868148,532,"[[0, 6], [11, 0]]"
533,135.86592070013285,116741.43996839099,116958.3692105265,0.0018547560435375515,0.28459830000065267,0.1102690000552684,0.009580499958246946,0.010785799939185381,533,"[[0, 6], [11, 0]]"
534,136.2901087999344,116741.88234596571,116958.3692105265,0.0018509736927941772,0.29625100013799965,0.10376169998198748,0.009310099994763732,0.011241300031542778,534,"[[2, 7], [11, 0]]"
535,136.67832860001363,116742.92651009728,116958.3692105265,0.0018420460364099586,0.2708071998786181,0.09370510000735521,0.009305099956691265,0.010918099898844957,535,"[[0, 6], [11, 0]]"
