iteration,elapsed_time,LB,UB,gap,master_time,subproblem_time,auxiliary_time,cuts_added_total,open_depots
422,92.39943869994022,116635.10641824044,117012.49085137437,0.003225163658923192,0.23422460001893342,0.10325550008565187,0.020420399960130453,422,13
423,92.7399002998136,116635.10641824044,117012.49085137437,0.003225163658923192,0.20637899986468256,0.10879339999519289,0.02131729992106557,423,13
424,93.08433059998788,116635.10641824044,117012.49085137437,0.003225163658923192,0.20894869999028742,0.11172210006043315,0.02000259980559349,424,13
425,93.40562109998427,116635.10641824044,117012.49085137437,0.003225163658923192,0.1977967000566423,0.10018890001811087,0.01972190011292696,425,13
426,93.76225609984249,116635.10641824044,117012.49085137437,0.003225163658923192,0.21754169999621809,0.11568379984237254,0.01989799994044006,426,13
427,94.12204359984025,116635.10641824044,117012.49085137437,0.003225163658923192,0.21581520000472665,0.11839319998398423,0.020155500154942274,427,13
428,94.4728719999548,116635.10641824044,117012.49085137437,0.003225163658923192,0.21917599998414516,0.10522220004349947,0.02213629987090826,428,13
429,94.835845900001,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24484939989633858,0.09442230011336505,0.02005970012396574,429,13
430,95.20963129983284,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24823300004936755,0.10213269991800189,0.019653799943625927,430,13
431,95.59784699999727,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23814549995586276,0.12637279997579753,0.019953700248152018,431,13
432,95.99753699987195,116649.02546129256,117012.49085137437,0.0031062101783942953,0.254070500144735,0.12131790001876652,0.02043220028281212,432,13
433,96.37690619984642,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2626234001945704,0.09181519993580878,0.02096820017322898,433,13
434,96.75533339986578,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2357072001323104,0.1192314000800252,0.01996149984188378,434,13
435,97.11673809983768,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23335570003837347,0.10411960002966225,0.020236499840393662,435,13
436,97.5516662998125,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24618729995563626,0.1646700999699533,0.01993690012022853,436,13
437,97.93823919980787,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24468909995630383,0.1148957998957485,0.020869500003755093,437,13
438,98.31207189988345,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2389720999635756,0.11132090003229678,0.019719799980521202,438,13
439,98.69097729981877,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2423202998470515,0.11192769999615848,0.020540100056678057,439,13
440,99.03987779980525,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23080889997072518,0.09284399985335767,0.02144180005416274,440,13
441,99.40644559985958,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2155108000151813,0.1275706000160426,0.019851800054311752,441,13
442,99.77247409988195,116649.02546129256,117012.49085137437,0.0031062101783942953,0.24299190007150173,0.0994187998585403,0.019743200158700347,442,13
443,100.13016089983284,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23044779989868402,0.10368139995262027,0.0198917998932302,443,13
444,100.53052399982698,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2506099999882281,0.1254010999109596,0.020334499888122082,444,13
445,100.8775765998289,116649.02546129256,117012.49085137437,0.0031062101783942953,0.21981239994056523,0.10337699996307492,0.02014030027203262,445,13
446,101.27356689982116,116649.02546129256,117012.49085137437,0.0031062101783942953,0.22453660005703568,0.1440504000056535,0.02257669996470213,446,13
447,101.68482349999249,116649.02546129256,117012.49085137437,0.0031062101783942953,0.23273990000598133,0.1540361000224948,0.01992719992995262,447,13
448,102.09183159982786,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2845010000746697,0.09728649980388582,0.02110100002028048,448,13
449,102.46909649996087,116649.02546129256,117012.49085137437,0.0031062101783942953,0.2507956000044942,0.10067120008170605,0.021794999949634075,449,13
450,102.84100759983994,116649.02546129256,117009.97415813961,0.0030847686228801362,0.23487409995868802,0.11281189997680485,0.020394499879330397,450,13
451,103.23087530001067,116649.02546129256,117009.97415813961,0.0030847686228801362,0.26849570008926094,0.09677170007489622,0.020907799946144223,451,13
452,103.58754729991779,116649.02546129256,117009.97415813961,0.0030847686228801362,0.2572571001946926,0.07524450006894767,0.02043429994955659,452,13
453,103.9616111998912,116649.02546129256,117008.37614345615,0.0030711534849693677,0.24960109987296164,0.0986814999487251,0.02036760002374649,453,13
454,104.29778779996559,116649.02546129256,117008.37614345615,0.0030711534849693677,0.21868610009551048,0.09439940005540848,0.01946219988167286,454,13
455,104.73359859990887,116649.02546129256,117008.37614345615,0.0030711534849693677,0.27466619992628694,0.13752799993380904,0.01984079973772168,455,13
456,105.17929589981213,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2516491001006216,0.16825519991107285,0.020843300269916654,456,13
457,105.5901347999461,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2383675999008119,0.14679579995572567,0.02124159992672503,457,13
458,106.07347219996154,116649.02546129256,117008.37614345615,0.0030711534849693677,0.29347610007971525,0.16448650020174682,0.019989699823781848,458,13
459,106.48979379981756,116649.02546129256,117008.37614345615,0.0030711534849693677,0.228548499988392,0.16168810008093715,0.021946299821138382,459,13
460,106.87792999995872,116649.02546129256,117008.37614345615,0.0030711534849693677,0.24046150012873113,0.12375320005230606,0.02027470013126731,460,13
461,107.2944568998646,116649.02546129256,117008.37614345615,0.0030711534849693677,0.22665020008571446,0.16533960006199777,0.020443800138309598,461,13
462,107.67526289983653,116649.02546129256,117008.37614345615,0.0030711534849693677,0.22977179987356067,0.12369620008394122,0.020010000094771385,462,13
463,108.05005419999361,116649.02546129256,117008.37614345615,0.0030711534849693677,0.22652220004238188,0.1249381999950856,0.019452400039881468,463,13
464,108.43313209991902,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2503545000217855,0.10862670000642538,0.020078900270164013,464,13
465,108.84039889997803,116649.02546129256,117008.37614345615,0.0030711534849693677,0.2388241000007838,0.14534909999929368,0.019203199772164226,465,13
466,109.23612589994445,116660.63809654235,117008.37614345615,0.0029719072973670045,0.24098620004951954,0.12966390000656247,0.02125800005160272,466,13
467,109.56956999981776,116660.63809654235,117008.37614345615,0.0029719072973670045,0.20756560005247593,0.09819809999316931,0.020838999887928367,467,13
468,109.90737919998355,116660.63809654235,117008.37614345615,0.0029719072973670045,0.21066860016435385,0.10326580004766583,0.0200356999412179,468,13
469,110.29241229989566,116687.52465589382,117008.37614345615,0.0027421240951925334,0.22648929990828037,0.1347145999316126,0.0199301999527961,469,13
470,110.61753629986197,116687.52465589382,117008.37614345615,0.0027421240951925334,0.2105943001806736,0.09099190006963909,0.01992320013232529,470,13
471,111.00146960001439,116690.5096680945,117008.37614345615,0.0027166129967647096,0.20902259997092187,0.15051109995692968,0.020674800034612417,471,13
472,111.36688909982331,116690.5096680945,117008.37614345615,0.0027166129967647096,0.2368124001659453,0.10372389992699027,0.020492399809882045,472,13
473,111.76524339988828,116690.75413974421,117008.37614345615,0.0027145236450638334,0.27299019997008145,0.09947640006430447,0.02192760002799332,473,13
474,112.14987399987876,116690.75413974421,117008.37614345615,0.0027145236450638334,0.24430300015956163,0.116612299811095,0.019900700077414513,474,13
475,112.54073499981314,116690.75413974421,117008.37614345615,0.0027145236450638334,0.2486140001565218,0.11707319994457066,0.021229600068181753,475,13
476,112.9588615000248,116690.75413974421,117008.37614345615,0.0027145236450638334,0.26699539995752275,0.12643119995482266,0.020861499942839146,476,13
477,113.37229039985687,116697.48643027933,117008.37614345615,0.0026569868194363804,0.27997579984366894,0.10669040004722774,0.02065670001320541,477,13
478,113.74446179997176,116697.48643027933,117008.37614345615,0.0026569868194363804,0.23998240008950233,0.10752790002152324,0.02063130005262792,478,13
479,114.08531019999646,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2329351999796927,0.08378049987368286,0.020526800071820617,479,13
480,114.47117209993303,116697.48643027933,117008.37614345615,0.0026569868194363804,0.268700199900195,0.0928389998152852,0.020387699827551842,480,13
481,114.85815580002964,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2536577999126166,0.1093796999193728,0.020153099671006203,481,13
482,115.29850969999097,116697.48643027933,117008.37614345615,0.0026569868194363804,0.28129179985262454,0.132188499905169,0.022453099954873323,482,13
483,115.65608069999143,116697.48643027933,117008.37614345615,0.0026569868194363804,0.24204169982112944,0.09152629994787276,0.020367599790915847,483,13
484,116.02398679987527,116697.48643027933,117008.37614345615,0.0026569868194363804,0.23308210005052388,0.1101875000167638,0.02069090004079044,484,13
485,116.45978669985197,116697.48643027933,117008.37614345615,0.0026569868194363804,0.2549542998895049,0.156270100036636,0.020624400349333882,485,13
486,116.90958929993212,116697.48643027933,117008.37614345615,0.0026569868194363804,0.26267499988898635,0.13646389986388385,0.04672410013154149,486,13
487,117.30141469999216,116697.77027842896,117008.37614345615,0.002654560940546469,0.27482980000786483,0.09304980002343655,0.02024449990130961,487,13
488,117.71814879984595,116715.44599410283,117008.37614345615,0.002503497262402573,0.2570811999030411,0.13418280007317662,0.02125200000591576,488,13
489,118.05305849993601,116716.39048631792,117008.37614345615,0.0024954252572503186,0.22794649982824922,0.08257359988056123,0.020907000172883272,489,13
490,118.47159229987301,116716.47934271194,117008.37614345615,0.0024946658552574613,0.2503030998632312,0.14332230016589165,0.020901600131765008,490,13
491,118.90744549990632,116717.55783861823,117008.37614345615,0.0024854486014006492,0.2723940999712795,0.13891909993253648,0.020549900131300092,491,13
492,119.3108369000256,116718.30150959174,117008.37614345615,0.0024790928942451805,0.23223299998790026,0.14508240018039942,0.020659799920395017,492,13
493,119.7196994998958,116719.6052575761,117008.37614345615,0.00246795054677115,0.2733720000833273,0.11152879986912012,0.02020310005173087,493,13
494,120.0828316998668,116719.61530981053,117008.37614345615,0.002467864636387975,0.23751690005883574,0.10215330007486045,0.019525300012901425,494,13
495,120.44261539983563,116720.65333881522,117008.37614345615,0.002458993228725535,0.2432144999038428,0.09156440012156963,0.02094069984741509,495,13
496,120.82521419995464,116720.92919976966,117008.37614345615,0.00245663561157425,0.2639240000862628,0.09419100009836257,0.020515500102192163,496,13
497,121.21962319989689,116721.56820419195,117008.37614345615,0.002451174426286881,0.25693609984591603,0.11219840007834136,0.02122969995252788,497,13
498,121.60505230003037,116722.4487106275,117008.37614345615,0.0024436492689898074,0.25101949996314943,0.109198700170964,0.021120599936693907,498,13
499,122.02169039985165,116722.45064318198,117008.37614345615,0.002443632752612651,0.26141240005381405,0.1057166000828147,0.045346600003540516,499,13
500,122.44511149986647,116722.76154684272,117008.37614345615,0.002440975646591727,0.25462909997440875,0.1428968000691384,0.021601499989628792,500,13
501,122.85760240000673,116723.13619694998,117008.37614345615,0.0024377737381505674,0.2687926001381129,0.11970939999446273,0.020231200149282813,501,13
502,123.23107769992203,116724.50001488003,117008.37614345615,0.002426118009090839,0.25457529979757965,0.0945019000209868,0.020479499828070402,502,13
503,123.63631029985845,116724.6785951251,117008.37614345615,0.0024245917914733723,0.27545129996724427,0.10352990007959306,0.02064030012115836,503,13
504,124.03219399997033,116724.90948479393,117008.37614345615,0.002422618516769084,0.2766098000574857,0.09498699987307191,0.020563900005072355,504,13
505,124.4673204999417,116725.29035360069,116971.13012872223,0.0021017132590836793,0.30586419999599457,0.10268269991502166,0.022155399899929762,505,13
506,124.85773559985682,116725.97734364963,116971.13012872223,0.002095840100055601,0.24686579988338053,0.11913740006275475,0.020542300073429942,506,13
507,125.2998871000018,116726.983522778,116971.13012872223,0.0020872381559069995,0.2611742001026869,0.15549819986335933,0.021275500068441033,507,13
508,125.69470999995247,116727.57381396941,116971.13012872223,0.0020821916868272636,0.2569680998567492,0.11346760019659996,0.020412000128999352,508,13
509,126.08145049982704,116728.23561858034,116971.13012872223,0.0020765338410819656,0.26719969999976456,0.09560790006071329,0.020287799648940563,509,13
510,126.50651580002159,116728.68858200715,116971.13012872223,0.002072661403273486,0.3065916998311877,0.09425420011393726,0.020400299923494458,510,13
511,126.91474569984712,116728.8985753958,116971.13012872223,0.0020708661450040463,0.2902071999851614,0.09394039981998503,0.020277600036934018,511,13
512,127.35584979993291,116729.54245360015,116971.13012872223,0.0020653615542247095,0.274875600123778,0.14157680002972484,0.020664700074121356,512,13
513,127.79829790000804,116729.62378667838,116970.11366538261,0.0020559942293653264,0.293584399856627,0.12009880016557872,0.02054379996843636,513,13
514,128.22434989991598,116730.7519162533,116970.11366538261,0.0020463496326425384,0.29468780010938644,0.10698559996671975,0.02058570017106831,514,13
515,128.64984459988773,116731.20169832083,116958.3692105265,0.0019422937728959988,0.3025345001369715,0.09826699993573129,0.02092360006645322,515,13
516,129.08258249983191,116731.54951075769,116958.3692105265,0.0019393199588867622,0.296197900082916,0.11089639994315803,0.021514000138267875,516,13
517,129.46979020000435,116732.52447932058,116958.3692105265,0.0019309839281309192,0.2507230001501739,0.11254299990832806,0.020147999981418252,517,13
518,129.89418389997445,116733.20359602109,116958.3692105265,0.0019251774458321487,0.2863070999737829,0.1121310000307858,0.02161710010841489,518,13
519,130.29019490000792,116733.54256641906,116958.3692105265,0.0019222792317047555,0.2554419001098722,0.1164010998327285,0.02049309969879687,519,13
520,130.69478069990873,116734.2844211171,116958.3692105265,0.0019159363363390324,0.28542069997638464,0.09400109993293881,0.0209028001409024,520,13
521,131.0700922999531,116735.36802514724,116958.3692105265,0.0019066714668179296,0.25141559983603656,0.09859109995886683,0.02124889986589551,521,13
522,131.4675125000067,116735.70963024191,116958.3692105265,0.0019037507258998169,0.25849279994145036,0.11515139997936785,0.019988299580290914,522,13
523,131.85736429993995,116736.79030795442,116958.3692105265,0.0018945108765431149,0.25216439994983375,0.1115124998614192,0.02085860027000308,523,13
524,132.28845490003005,116738.65296021482,116958.3692105265,0.0018785851050658305,0.2705419999547303,0.13529810006730258,0.02120919991284609,524,13
525,132.6963090999052,116738.87861294043,116958.3692105265,0.0018766557627952981,0.256212699925527,0.12748489994555712,0.020333899883553386,525,13
526,133.08302049990743,116739.40299501986,116958.3692105265,0.0018721722693696699,0.2502604001201689,0.11263999994844198,0.019827099982649088,526,13
527,133.47062139981426,116740.041847401,116958.3692105265,0.0018667100490476426,0.2571870000101626,0.10506719979457557,0.0210744000505656,527,13
528,133.89774309983477,116740.05555200452,116958.3692105265,0.0018665928739911174,0.28264359990134835,0.12086929986253381,0.01978520001284778,528,13
529,134.3860269000288,116740.69749731357,116958.3692105265,0.0018611042089782372,0.31019949982874095,0.15396689996123314,0.02018669992685318,529,13
530,134.7866966999136,116740.94704275893,116958.3692105265,0.001858970582739734,0.27788289985619485,0.097724299877882,0.021122599951922894,530,13
531,135.19271710002795,116741.11493482543,116958.3692105265,0.0018575350970397092,0.27770849992521107,0.10451729991473258,0.020138800144195557,531,13
532,135.63094559987076,116741.2733831914,116958.3692105265,0.0018561803554591144,0.29475799994543195,0.11512050009332597,0.020064599812030792,532,13
533,136.06672579981387,116741.43996839099,116958.3692105265,0.0018547560435375515,0.30862909997813404,0.10355490003712475,0.01993100019171834,533,13
534,136.47119349986315,116741.88234596571,116958.3692105265,0.0018509736927941772,0.28259170008823276,0.09781680000014603,0.0204243001062423,534,13
535,136.87608910002746,116742.92651009728,116958.3692105265,0.0018420460364099586,0.2826310000382364,0.09827430010773242,0.020228099776431918,535,13
536,137.3011379998643,116743.42670191574,116958.3692105265,0.0018377693709448585,0.29135339986532927,0.10941349994391203,0.020183099899441004,536,13
537,137.70990190003067,116743.42670191574,116958.3692105265,0.0018377693709448585,0.2619668000843376,0.12273829989135265,0.02012040000408888,537,13
538,138.12026389990933,116743.42670191574,116958.3692105265,0.0018377693709448585,0.26047160010784864,0.12655559997074306,0.019646999891847372,538,13
539,138.5322447998915,116743.51334684002,116958.3692105265,0.0018370285524394387,0.2693016000557691,0.1197219998575747,0.019140099873766303,539,13
540,138.91703979996964,116743.9094944467,116958.3692105265,0.0018336414702719574,0.2684243000112474,0.09054749994538724,0.02147760009393096,540,13
541,139.4048283000011,116744.07211494939,116958.3692105265,0.0018322510567104326,0.336373999947682,0.12693240004591644,0.020651399856433272,541,13
542,139.84484219993465,116744.6833088419,116958.3692105265,0.0018270253178716653,0.2950258001219481,0.11940940003842115,0.020365199772641063,542,13
543,140.27662879996933,116744.8382668533,116958.3692105265,0.0018257004189999228,0.3079551998525858,0.09990679984912276,0.020207400200888515,543,13
544,140.72780160000548,116745.68904651355,116958.3692105265,0.0018184262096723421,0.30298490007407963,0.12339849979616702,0.020783399930223823,544,13
545,141.13559199986048,116745.89724309999,116958.3692105265,0.001816646118278799,0.2786354999989271,0.10550349997356534,0.019863200141116977,545,13
546,141.58492529997602,116746.6416969895,116958.3692105265,0.0018102809996938989,0.31545020011253655,0.10998189984820783,0.020312200067564845,546,13
547,141.98517380002886,116746.8301966348,116958.3692105265,0.0018086693181480742,0.2722950999159366,0.0991876998450607,0.020882999757304788,547,13
548,142.40710569988005,116747.00902413714,116958.3692105265,0.0018071403339159082,0.27092770021408796,0.12737550004385412,0.019980499986559153,548,13
549,142.85218529985286,116747.44098100222,116958.3692105265,0.001803447080769525,0.29004440014250576,0.10150610003620386,0.0496934000402689,549,13
550,143.28321389993653,116747.45229133942,116958.3692105265,0.0018033503768117407,0.30081419995985925,0.10575579991564155,0.02030550013296306,550,13
551,143.70059100002982,116747.52823087166,116940.3739055833,0.0016490940491377716,0.28201460000127554,0.11153460014611483,0.020086900098249316,551,13
552,144.1419206999708,116747.68189146352,116940.3739055833,0.001647780041094746,0.2837578000035137,0.1307421000674367,0.021114799892529845,552,13
553,144.56287839985453,116748.00677721229,116940.3739055833,0.0016450018239750912,0.30341400019824505,0.09372840006835759,0.02012609993107617,553,13
554,144.99158529983833,116748.40618218682,116940.3739055833,0.0016415863656419377,0.28444880014285445,0.11904829996638,0.021150300046429038,554,13
555,145.41915949992836,116748.63067806058,116927.40433141071,0.0015289286063635422,0.2979415000882,0.10420599998906255,0.021189299877732992,555,13
556,145.81837799982168,116748.82065615439,116926.03277282979,0.001515591630648159,0.2773655999917537,0.09776450018398464,0.02028620010241866,556,13
557,146.25444970000535,116749.14968922599,116926.03277282979,0.001512777603148941,0.2800874998793006,0.1298082999419421,0.02075430005788803,557,13
558,146.66922889999114,116749.28713723007,116926.03277282979,0.001511602090726056,0.2761731999926269,0.11459150002337992,0.020247899927198887,558,13
559,147.0743177998811,116749.33377341891,116926.03277282979,0.0015112032386677642,0.28986989986151457,0.0913875000551343,0.02010519988834858,559,13
560,147.5070116999559,116749.42202793862,116926.03277282979,0.0015104484493568106,0.28940959996543825,0.1192686001304537,0.020199299789965153,560,13
561,147.95550819998607,116749.66157614184,116926.03277282979,0.0015083997336214478,0.29404549999162555,0.1282339000608772,0.02161820000037551,561,13
562,148.39493399998173,116750.17029101597,116926.03277282979,0.0015040489927122965,0.2872613000217825,0.12565699988044798,0.020318299997597933,562,13
563,148.82942259986885,116750.23818056329,116926.03277282979,0.001503468373104201,0.32192660006694496,0.08803350012749434,0.020790700102224946,563,13
564,149.2711624999065,116750.37023838796,116926.03277282979,0.0015023389597346101,0.2874918000306934,0.10109029989689589,0.04924639989621937,564,13
565,149.72292159986682,116750.51286479531,116926.03277282979,0.0015011191594560048,0.3128947000950575,0.114633500110358,0.01998230000026524,565,13
566,150.15187119995244,116750.67419620852,116926.03277282979,0.0014997393861977662,0.29267940018326044,0.11215289984829724,0.02042630035430193,566,13
567,150.61328839999624,116750.93081497758,116926.03277282979,0.0014975446758927293,0.3120586001314223,0.12257250002585351,0.020696000196039677,567,13
568,151.02874949993566,116751.03854955091,116926.03277282979,0.0014966232850717055,0.2870941001456231,0.1046154999639839,0.020078300032764673,568,13
569,151.45417739986442,116751.25090230562,116926.03277282979,0.001494807156108185,0.298998000100255,0.1021745998878032,0.020648499950766563,569,13
570,151.89209929993376,116751.48493020442,116926.03277282979,0.001492805652309178,0.313774700043723,0.10023059998638928,0.020294300047680736,570,13
571,152.31910999980755,116751.49510800102,116926.03277282979,0.0014927186075650494,0.2871311998460442,0.11579820001497865,0.020118300337344408,571,13
572,152.753640800016,116751.70065267067,116926.03277282979,0.0014909607041728586,0.30497429985553026,0.10305960010737181,0.020867499988526106,572,13
573,153.18542659981176,116752.11869653733,116926.03277282979,0.0014873854193816738,0.29997839988209307,0.10686650010757148,0.020765699911862612,573,13
574,153.57982699992135,116752.27534677117,116926.03277282979,0.0014860456815138587,0.2733734999783337,0.09765710006467998,0.019907400012016296,574,13
575,154.02501589991152,116752.94107278432,116926.03277282979,0.001480352116125898,0.3097852000501007,0.11179710016585886,0.01976620010100305,575,13
576,154.4520892999135,116753.69176258607,116926.03277282979,0.0014739319051263172,0.2807147998828441,0.12259000004269183,0.020128199830651283,576,13
577,154.8485893998295,116754.54998952636,116926.03277282979,0.0014665919918499884,0.28149399999529123,0.09104899992235005,0.02016930002719164,577,13
578,155.2648906998802,116754.92023180382,116926.03277282979,0.0014634255261051815,0.29326940001919866,0.09993380005471408,0.019488099962472916,578,13
579,155.7166837998666,116754.99611624899,116917.93869177303,0.0013936490614464001,0.31449340004473925,0.11405820003710687,0.019610499730333686,579,13
580,156.15544079989195,116755.06157467366,116917.93869177303,0.0013930891950529427,0.30772650009021163,0.10747689986601472,0.019735800102353096,580,13
581,156.58105639996938,116755.47812248857,116917.93869177303,0.0013895264584911384,0.30322339991107583,0.09784099995158613,0.02072490006685257,581,13
582,157.05726829986088,116755.4836543973,116917.93869177303,0.0013894791440344997,0.328058100072667,0.12418959988281131,0.020107600139454007,582,13
583,157.51932099997066,116755.9655085761,116917.93869177303,0.001385357841656192,0.32149929995648563,0.11639029998332262,0.02011549985036254,583,13
584,157.96455969987437,116756.36187693133,116917.93869177303,0.0013819677001632492,0.3071749000810087,0.11415089992806315,0.019950899994000793,584,13
585,158.406452300027,116756.36837564615,116917.93869177303,0.0013819121166070015,0.2986490000039339,0.11806449992582202,0.020863099955022335,585,13
586,158.85259569995105,116756.47022033419,116909.24629121734,0.0013067920265484208,0.3088883999735117,0.11360240005888045,0.019871700322255492,586,13
587,159.29398049996234,116756.78095812676,116899.0821998054,0.0012172999051901347,0.3057085000909865,0.11106389993801713,0.020116099854931235,587,13
588,159.7620128998533,116756.78211694583,116898.96615705501,0.0012162985249856706,0.3010593999642879,0.14245339995250106,0.02052800008095801,588,13
589,160.19204410002567,116756.97165164453,116897.35124598458,0.0012008791717157865,0.3115647998638451,0.09490819997154176,0.01994179980829358,589,13
590,160.64199219993316,116757.46070635659,116897.35124598458,0.001196695546450999,0.3107598000206053,0.1154169999063015,0.020008999854326248,590,13
591,161.07669089990668,116757.62702108873,116897.35124598458,0.0011952728047860673,0.3145918999798596,0.09440320008434355,0.021705300314351916,591,13
592,161.50362959993072,116758.03830091613,116897.35124598458,0.0011917545058424534,0.30142319994047284,0.09945899993181229,0.020573999965563416,592,13
593,161.94881480000913,116758.09395553503,116897.35124598458,0.0011912784076391115,0.32015060004778206,0.10116460011340678,0.019931800197809935,593,13
594,162.39179140003398,116758.2793107722,116897.35124598458,0.0011896927837119172,0.30896349996328354,0.10925209987908602,0.02051590010523796,594,13
595,162.85206369985826,116758.28149863763,116897.35124598458,0.0011896740675869264,0.30552429985255003,0.13122660014778376,0.019749399973079562,595,13
596,163.319058699999,116758.48657788613,116897.35124598458,0.0011879197143333303,0.3334766998887062,0.10910590016283095,0.020424700109288096,596,13
597,163.79925479996018,116759.03079618458,116897.35124598458,0.001183264191409547,0.31982309999875724,0.1324815999250859,0.02161590033210814,597,13
598,164.23118250002153,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3032837000209838,0.10433489992283285,0.020515300100669265,598,13
599,164.6778072998859,116759.08154604628,116895.09851272978,0.0011635814368100893,0.31913130008615553,0.10331949987448752,0.020302400225773454,599,13
600,165.19369799993,116759.08154604628,116895.09851272978,0.0011635814368100893,0.34149690018966794,0.14765390008687973,0.02265230007469654,600,13
601,165.64957030001096,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3075839001685381,0.11890330002643168,0.020856200018897653,601,13
602,166.12184519995935,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3348955998662859,0.1128969001583755,0.020464699948206544,602,13
603,166.5501242999453,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3041697998996824,0.0985922000836581,0.021132600028067827,603,13
604,167.0865169998724,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3545550999697298,0.15784700005315244,0.01993929990567267,604,13
605,167.51378139993176,116759.08154604628,116895.09851272978,0.0011635814368100893,0.31350630009546876,0.08990679983980954,0.020206399960443377,605,13
606,167.97348989988677,116759.08154604628,116895.09851272978,0.0011635814368100893,0.30296549992635846,0.13116850005462766,0.021038400009274483,606,13
607,168.41765900002792,116759.08154604628,116895.09851272978,0.0011635814368100893,0.30220219981856644,0.11794330016709864,0.02006049989722669,607,13
608,168.85269790003076,116759.08154604628,116895.09851272978,0.0011635814368100893,0.30154919996857643,0.10956900008022785,0.020098700188100338,608,13
609,169.32463129982352,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3191207000054419,0.12782380008138716,0.020766600035130978,609,13
610,169.81511490000412,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3713575000874698,0.09554699994623661,0.019823600072413683,610,13
611,170.29721540003084,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3258481998927891,0.13229850004427135,0.019957100274041295,611,13
612,170.7836767998524,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3323047000449151,0.13019079994410276,0.020109699806198478,612,13
613,171.23004109994508,116759.08154604628,116895.09851272978,0.0011635814368100893,0.32469489984214306,0.09742200002074242,0.020296000177040696,613,13
614,171.6904305999633,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3254165998660028,0.10913800005801022,0.02151780016720295,614,13
615,172.132549099857,116759.08154604628,116895.09851272978,0.0011635814368100893,0.31031080009415746,0.10258960002101958,0.020337699679657817,615,13
616,172.58958329982124,116759.08154604628,116895.09851272978,0.0011635814368100893,0.32231770013459027,0.11039880011230707,0.020296400180086493,616,13
617,173.08224909985438,116759.08154604628,116895.09851272978,0.0011635814368100893,0.33092780015431345,0.1372205000370741,0.020292399916797876,617,13
618,173.52946949983016,116759.08154604628,116895.09851272978,0.0011635814368100893,0.31366830016486347,0.10947419982403517,0.020084600197151303,618,13
619,173.99059429997578,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3334047000389546,0.10360549995675683,0.02025919989682734,619,13
620,174.48516699997708,116759.08154604628,116895.09851272978,0.0011635814368100893,0.34118800004944205,0.12906900001689792,0.02036920003592968,620,13
621,174.9646528000012,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3211511999834329,0.1339154001325369,0.02045739977620542,621,13
622,175.4234127998352,116759.08154604628,116895.09851272978,0.0011635814368100893,0.30952719994820654,0.12433540006168187,0.02055399981327355,622,13
623,175.88751109992154,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3407018000725657,0.0979508999735117,0.02136790007352829,623,13
624,176.4759158999659,116759.08154604628,116895.09851272978,0.0011635814368100893,0.35102120018564165,0.20932199992239475,0.021851600147783756,624,13
625,176.95286790002137,116759.08154604628,116895.09851272978,0.0011635814368100893,0.33764579985290766,0.11316010006703436,0.021733300061896443,625,13
626,177.4879083998967,116759.08154604628,116895.09851272978,0.0011635814368100893,0.361815599957481,0.14934100001119077,0.02003389992751181,626,13
627,177.93641399987973,116759.08154604628,116895.09851272978,0.0011635814368100893,0.32444099988788366,0.10015349998138845,0.020308800041675568,627,13
628,178.41106289997697,116759.08154604628,116895.09851272978,0.0011635814368100893,0.35217690002173185,0.0983229000121355,0.020410900004208088,628,13
629,178.9424747999292,116759.08154604628,116895.09851272978,0.0011635814368100893,0.40781710017472506,0.10003370000049472,0.01981339999474585,629,13
630,179.43882759986445,116759.08154604628,116895.09851272978,0.0011635814368100893,0.3485694001428783,0.12382069998420775,0.020070400089025497,630,13
